workclass,education,marital_status,occupation,capital_gain,capital_loss,hours_per_week
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,30
Private,HS-grad,Never-married,Handlers-cleaners,0,0,40
Private,HS-grad,Separated,Machine-op-inspct,4865,0,45
Private,HS-grad,Never-married,Sales,0,0,40
Self-emp-not-inc,Masters,Never-married,Sales,10520,0,45
Private,Some-college,Married-civ-spouse,Transport-moving,0,0,40
Private,Some-college,Never-married,Other-service,0,0,30
Private,Assoc-voc,Married-civ-spouse,Craft-repair,0,0,40
Private,HS-grad,Married-civ-spouse,Protective-serv,0,0,40
Private,Assoc-acdm,Never-married,Adm-clerical,0,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0,0,30
Private,HS-grad,Divorced,Transport-moving,0,0,20
Private,HS-grad,Married-civ-spouse,Other-service,0,0,60
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,40
Private,Some-college,Married-civ-spouse,Prof-specialty,0,0,8
Private,Bachelors,Never-married,Tech-support,0,0,20
Private,11th,Never-married,Other-service,0,0,22
Private,11th,Married-civ-spouse,Handlers-cleaners,7688,0,40
Private,Bachelors,Never-married,Transport-moving,0,0,20
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,45
Private,Some-college,Never-married,Other-service,0,0,25
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,5178,0,40
Self-emp-not-inc,Bachelors,Married-civ-spouse,Transport-moving,0,0,48
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,0,0,40
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,45
Private,HS-grad,Never-married,Craft-repair,0,0,40
Private,Bachelors,Never-married,Transport-moving,0,0,46
Private,Some-college,Divorced,Adm-clerical,0,0,45
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,9th,Never-married,Sales,0,0,40
Private,HS-grad,Never-married,Prof-specialty,0,2001,40
Private,10th,Never-married,Other-service,0,0,40
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,40
Self-emp-not-inc,HS-grad,Divorced,Craft-repair,0,0,50
Private,Some-college,Married-civ-spouse,Exec-managerial,0,0,40
Private,Assoc-acdm,Never-married,Handlers-cleaners,0,0,36
Private,Bachelors,Never-married,Sales,0,0,40
Local-gov,Some-college,Married-civ-spouse,Craft-repair,7688,0,40
Private,Some-college,Divorced,Sales,0,0,20
Private,10th,Married-civ-spouse,Craft-repair,3103,0,40
Private,Bachelors,Never-married,Prof-specialty,0,0,40
Private,Bachelors,Separated,Exec-managerial,0,0,40
Private,Some-college,Never-married,Handlers-cleaners,0,0,40
Private,Bachelors,Divorced,Prof-specialty,0,0,50
Private,HS-grad,Divorced,Handlers-cleaners,0,0,16
Private,Bachelors,Never-married,Exec-managerial,3325,0,40
Private,Bachelors,Married-civ-spouse,Tech-support,0,0,50
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,0,0,40
Self-emp-not-inc,Assoc-acdm,Divorced,Craft-repair,0,0,50
Private,11th,Never-married,Sales,0,0,8
Private,HS-grad,Divorced,Other-service,0,0,25
Self-emp-not-inc,HS-grad,Never-married,Other-service,0,0,32
Local-gov,Some-college,Married-civ-spouse,Other-service,0,0,40
Private,Some-college,Never-married,Craft-repair,0,0,40
Private,Some-college,Married-civ-spouse,Craft-repair,15024,0,60
Private,HS-grad,Married-spouse-absent,Machine-op-inspct,0,0,40
Private,5th-6th,Married-spouse-absent,Craft-repair,0,0,40
Private,Assoc-voc,Divorced,Adm-clerical,0,0,40
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Private,HS-grad,Never-married,Sales,0,0,50
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,HS-grad,Never-married,Prof-specialty,0,0,25
Private,Some-college,Never-married,Prof-specialty,0,0,15
Private,Bachelors,Married-civ-spouse,Sales,0,0,50
Self-emp-not-inc,Some-college,Never-married,Sales,0,0,35
Private,Masters,Never-married,Exec-managerial,13550,0,60
Self-emp-inc,Bachelors,Divorced,Prof-specialty,6497,0,45
Private,HS-grad,Separated,Craft-repair,0,1594,40
Self-emp-inc,Masters,Divorced,Prof-specialty,0,0,70
Self-emp-inc,Bachelors,Never-married,Prof-specialty,0,0,62
Private,Some-college,Never-married,Prof-specialty,0,0,10
Private,11th,Never-married,Sales,0,0,15
Private,HS-grad,Widowed,Adm-clerical,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,50
Local-gov,Some-college,Married-civ-spouse,Prof-specialty,0,0,44
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,1848,40
Private,11th,Never-married,Craft-repair,0,0,35
Private,Masters,Married-civ-spouse,Prof-specialty,0,0,40
Private,HS-grad,Married-spouse-absent,Craft-repair,0,0,45
Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,0,0,50
Private,Some-college,Never-married,Prof-specialty,0,0,20
Private,11th,Never-married,Craft-repair,0,0,40
Private,10th,Never-married,Prof-specialty,0,0,40
Private,9th,Never-married,Machine-op-inspct,0,0,40
Private,Some-college,Never-married,Other-service,0,0,35
Private,Some-college,Divorced,Sales,0,0,50
Private,11th,Separated,Other-service,0,0,21
Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,0,0,50
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,40
Local-gov,Some-college,Never-married,Prof-specialty,0,0,7
Private,HS-grad,Married-civ-spouse,Exec-managerial,0,0,40
Private,HS-grad,Never-married,Craft-repair,0,0,40
Private,Some-college,Never-married,Prof-specialty,0,0,25
Private,HS-grad,Married-civ-spouse,Farming-fishing,0,0,40
Private,10th,Married-civ-spouse,Machine-op-inspct,0,0,60
Self-emp-not-inc,Some-college,Never-married,Sales,0,2258,40
Private,Some-college,Married-spouse-absent,Handlers-cleaners,0,0,40
Self-emp-inc,Some-college,Married-civ-spouse,Machine-op-inspct,0,0,50
Private,HS-grad,Never-married,Machine-op-inspct,0,0,40
Private,HS-grad,Never-married,Sales,0,0,40
State-gov,HS-grad,Divorced,Craft-repair,0,0,40
Private,9th,Married-civ-spouse,Exec-managerial,0,0,40
State-gov,Prof-school,Divorced,Prof-specialty,0,0,40
Private,HS-grad,Divorced,Exec-managerial,13550,0,50
Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,0,0,30
Private,11th,Never-married,Sales,0,0,25
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,2415,20
Private,HS-grad,Never-married,Other-service,0,0,40
Private,Some-college,Never-married,Exec-managerial,0,0,50
Private,Bachelors,Married-civ-spouse,Prof-specialty,7688,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0,0,50
Self-emp-not-inc,HS-grad,Widowed,Farming-fishing,0,0,65
Private,HS-grad,Separated,Sales,0,0,35
Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,HS-grad,Divorced,Sales,0,0,50
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,45
Private,Some-college,Never-married,Prof-specialty,0,0,20
Private,10th,Married-civ-spouse,Craft-repair,0,0,60
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,Some-college,Never-married,Other-service,0,0,50
Private,11th,Never-married,Farming-fishing,0,0,40
Private,11th,Divorced,Prof-specialty,0,0,40
Private,HS-grad,Never-married,Other-service,0,0,12
Private,Bachelors,Never-married,Sales,0,0,50
Private,10th,Never-married,Handlers-cleaners,0,0,40
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,5013,0,35
Private,Assoc-acdm,Divorced,Machine-op-inspct,0,0,42
Private,HS-grad,Separated,Sales,0,0,50
Private,Masters,Married-civ-spouse,Sales,0,0,50
Federal-gov,Assoc-voc,Divorced,Prof-specialty,4934,0,40
Private,Some-college,Widowed,Prof-specialty,1848,0,20
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,48
Private,HS-grad,Never-married,Other-service,0,0,40
Private,Bachelors,Never-married,Exec-managerial,0,0,40
Private,Some-college,Married-civ-spouse,Sales,0,0,40
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Private,11th,Never-married,Sales,0,0,32
Private,HS-grad,Divorced,Exec-managerial,0,0,43
Private,HS-grad,Separated,Other-service,0,0,25
Private,Some-college,Divorced,Other-service,0,0,40
Private,Some-college,Never-married,Other-service,0,0,33
Private,9th,Married-civ-spouse,Craft-repair,0,0,40
Private,HS-grad,Never-married,Adm-clerical,0,0,40
Private,Bachelors,Married-civ-spouse,Prof-specialty,0,0,16
Private,Some-college,Married-civ-spouse,Machine-op-inspct,0,1902,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,HS-grad,Separated,Other-service,0,0,26
Private,Assoc-acdm,Divorced,Sales,0,0,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,20
Private,7th-8th,Never-married,Handlers-cleaners,0,0,50
Private,HS-grad,Never-married,Machine-op-inspct,0,0,40
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,0,0,28
Local-gov,Bachelors,Never-married,Adm-clerical,1055,0,40
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,40
Private,HS-grad,Married-civ-spouse,Exec-managerial,0,0,40
Private,Some-college,Married-civ-spouse,Machine-op-inspct,0,0,60
Private,Bachelors,Never-married,Sales,0,0,50
Private,Assoc-voc,Separated,Adm-clerical,0,0,35
Private,Bachelors,Married-civ-spouse,Prof-specialty,0,0,55
Private,HS-grad,Never-married,Sales,6849,0,40
Private,Assoc-acdm,Never-married,Adm-clerical,0,0,32
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,40
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,30
Private,Masters,Married-civ-spouse,Prof-specialty,0,1887,40
Private,Some-college,Never-married,Adm-clerical,0,0,40
Private,HS-grad,Separated,Adm-clerical,0,0,38
Self-emp-not-inc,HS-grad,Divorced,Craft-repair,0,0,40
State-gov,Bachelors,Married-civ-spouse,Adm-clerical,7688,0,38
Private,1st-4th,Married-civ-spouse,Farming-fishing,0,0,85
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,0,0,60
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,0,0,72
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,40
Federal-gov,Bachelors,Never-married,Prof-specialty,0,0,40
Private,HS-grad,Never-married,Craft-repair,0,0,50
Private,HS-grad,Never-married,Prof-specialty,0,0,35
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,3137,0,30
Private,HS-grad,Married-civ-spouse,Exec-managerial,0,1672,45
Private,HS-grad,Married-civ-spouse,Sales,0,0,40
Local-gov,Some-college,Never-married,Protective-serv,0,0,50
Private,Bachelors,Married-civ-spouse,Transport-moving,0,0,40
Private,HS-grad,Never-married,Other-service,0,0,30
Private,Bachelors,Married-civ-spouse,Transport-moving,0,0,56
Private,10th,Married-civ-spouse,Transport-moving,0,0,70
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,Some-college,Never-married,Other-service,0,0,20
State-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,40
Private,Bachelors,Never-married,Adm-clerical,0,0,35
Private,11th,Divorced,Handlers-cleaners,0,0,40
Private,HS-grad,Never-married,Other-service,0,0,60
Private,9th,Never-married,Farming-fishing,0,0,45
Private,Prof-school,Married-civ-spouse,Sales,0,0,45
State-gov,Some-college,Separated,Adm-clerical,0,0,50
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,25
Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,0,0,50
Private,HS-grad,Never-married,Adm-clerical,0,0,40
Private,Assoc-voc,Divorced,Tech-support,0,0,60
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,Bachelors,Never-married,Prof-specialty,4650,0,40
Private,HS-grad,Widowed,Prof-specialty,0,0,36
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,Some-college,Never-married,Adm-clerical,0,0,45
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,0,0,35
Private,Some-college,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,Some-college,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,0,0,40
Private,HS-grad,Separated,Transport-moving,0,0,48
Private,HS-grad,Married-civ-spouse,Exec-managerial,0,0,50
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,0,0,40
Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,0,0,45
Private,11th,Never-married,Handlers-cleaners,0,0,40
Private,Some-college,Never-married,Other-service,0,0,32
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,40
Self-emp-inc,HS-grad,Never-married,Craft-repair,0,0,45
State-gov,Bachelors,Never-married,Tech-support,0,0,40
Private,Bachelors,Married-civ-spouse,Prof-specialty,0,0,40
Self-emp-not-inc,Some-college,Widowed,Adm-clerical,0,1944,1
Local-gov,Masters,Married-civ-spouse,Prof-specialty,0,0,50
Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,3137,0,77
Local-gov,Masters,Married-civ-spouse,Exec-managerial,0,0,43
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,40
Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,0,0,35
Private,HS-grad,Widowed,Sales,0,0,37
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,60
Local-gov,Masters,Divorced,Prof-specialty,0,0,60
Private,Assoc-acdm,Married-civ-spouse,Tech-support,0,0,40
Private,Bachelors,Married-civ-spouse,Sales,0,0,40
Local-gov,Bachelors,Never-married,Prof-specialty,0,0,35
Private,Assoc-voc,Married-civ-spouse,Tech-support,0,0,40
Private,HS-grad,Separated,Handlers-cleaners,0,0,40
Private,Some-college,Divorced,Exec-managerial,0,1980,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,0,45
Private,HS-grad,Widowed,Machine-op-inspct,0,0,30
Private,Some-college,Married-civ-spouse,Tech-support,0,0,40
Private,HS-grad,Never-married,Other-service,0,0,38
Private,10th,Married-spouse-absent,Craft-repair,0,0,40
Private,Prof-school,Married-civ-spouse,Prof-specialty,0,1902,60
Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,0,0,25
State-gov,Masters,Married-civ-spouse,Prof-specialty,0,0,36
Private,Bachelors,Married-civ-spouse,Prof-specialty,15024,0,40
Private,12th,Never-married,Transport-moving,0,0,40
Private,Some-college,Never-married,Prof-specialty,0,0,35
Private,HS-grad,Divorced,Exec-managerial,0,0,48
Self-emp-inc,Masters,Married-civ-spouse,Sales,0,0,45
Private,HS-grad,Divorced,Other-service,0,0,32
Private,1st-4th,Never-married,Priv-house-serv,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,HS-grad,Never-married,Machine-op-inspct,0,0,40
Private,Some-college,Married-civ-spouse,Exec-managerial,0,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0,1740,40
Private,HS-grad,Never-married,Other-service,0,0,40
Private,Some-college,Never-married,Prof-specialty,0,0,20
Self-emp-not-inc,10th,Divorced,Farming-fishing,0,0,25
Private,HS-grad,Divorced,Other-service,0,0,40
Private,Some-college,Married-civ-spouse,Craft-repair,0,2051,45
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,0,0,50
Self-emp-not-inc,HS-grad,Never-married,Protective-serv,0,0,30
Private,Some-college,Married-civ-spouse,Exec-managerial,0,0,40
Private,HS-grad,Never-married,Machine-op-inspct,0,0,40
Private,Masters,Married-civ-spouse,Prof-specialty,0,0,45
Private,11th,Never-married,Sales,0,0,20
Private,Some-college,Married-civ-spouse,Other-service,0,0,40
Private,HS-grad,Never-married,Handlers-cleaners,0,0,25
State-gov,Bachelors,Married-civ-spouse,Protective-serv,0,0,48
Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,0,0,40
Private,10th,Never-married,Adm-clerical,0,0,20
Private,HS-grad,Never-married,Craft-repair,0,0,40
Private,HS-grad,Separated,Prof-specialty,14084,0,38
Private,Some-college,Never-married,Adm-clerical,0,0,16
Private,Bachelors,Never-married,Prof-specialty,0,0,10
Private,11th,Never-married,Sales,0,0,15
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,0,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0,0,70
Private,Some-college,Never-married,Adm-clerical,0,0,35
Private,Assoc-voc,Married-civ-spouse,Craft-repair,5013,0,40
Private,Bachelors,Never-married,Prof-specialty,0,0,60
Private,HS-grad,Married-civ-spouse,Prof-specialty,0,0,10
Private,Bachelors,Married-civ-spouse,Exec-managerial,0,1887,45
Private,Some-college,Never-married,Adm-clerical,0,0,40
Private,HS-grad,Married-civ-spouse,Adm-clerical,2414,0,15
Private,Doctorate,Never-married,Prof-specialty,0,0,50
Self-emp-not-inc,12th,Married-civ-spouse,Transport-moving,0,0,75
Private,Assoc-voc,Separated,Adm-clerical,0,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,3908,0,45
Private,Some-college,Never-married,Handlers-cleaners,0,0,40
Private,HS-grad,Never-married,Adm-clerical,0,0,40
Private,Assoc-voc,Divorced,Exec-managerial,10520,0,50
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Private,HS-grad,Separated,Prof-specialty,0,0,6
State-gov,HS-grad,Divorced,Adm-clerical,0,0,40
Private,Some-college,Never-married,Adm-clerical,0,0,40
Private,HS-grad,Married-civ-spouse,Protective-serv,0,0,38
Private,HS-grad,Divorced,Prof-specialty,4416,0,25
Private,Some-college,Divorced,Adm-clerical,0,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,0,0,45
Private,Some-college,Married-civ-spouse,Machine-op-inspct,0,0,40
State-gov,Some-college,Married-civ-spouse,Exec-managerial,0,0,40
Private,HS-grad,Divorced,Craft-repair,0,0,40
Federal-gov,HS-grad,Never-married,Adm-clerical,0,0,40
Private,Bachelors,Married-civ-spouse,Tech-support,0,0,40
Private,1st-4th,Never-married,Farming-fishing,0,0,30
Self-emp-not-inc,10th,Married-spouse-absent,Adm-clerical,0,0,40
Private,Masters,Married-civ-spouse,Sales,0,0,50
Private,Some-college,Separated,Sales,0,0,40
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0,0,30
Private,Bachelors,Married-civ-spouse,Tech-support,0,0,40
Private,Bachelors,Married-civ-spouse,Prof-specialty,0,0,40
Private,Bachelors,Divorced,Prof-specialty,0,0,40
Private,HS-grad,Married-civ-spouse,Protective-serv,0,0,40
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0,0,40
Private,HS-grad,Never-married,Sales,0,0,40
Federal-gov,Assoc-voc,Never-married,Prof-specialty,13550,0,40
Private,HS-grad,Never-married,Sales,0,0,40
Private,11th,Married-civ-spouse,Prof-specialty,0,0,3
Private,Bachelors,Never-married,Exec-managerial,0,2444,50
State-gov,Masters,Divorced,Prof-specialty,0,0,40
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,20
Private,HS-grad,Married-civ-spouse,Craft-repair,0,0,40
Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,0,0,35
Private,HS-grad,Never-married,Transport-moving,0,0,40
Private,Some-college,Married-civ-spouse,Craft-repair,0,0,40
Private,HS-grad,Married-civ-spouse,Exec-managerial,0,0,50
Private,HS-grad,Married-civ-spouse,Transport-moving,0,0,24
Private,11th,Never-married,Machine-op-inspct,0,0,12
Private,Some-college,Married-civ-spouse,Sales,0,0,40
Private,Assoc-voc,Married-civ-spouse,Other-service,0,0,20
Private,HS-grad,Separated,Transport-moving,0,0,20
Self-emp-inc,HS-grad,Married-civ-spouse,Sales,15024,0,35
Private,HS-grad,Married-civ-spouse,Exec-managerial,0,0,50
Private,HS-grad,Divorced,Exec-managerial,0,0,45
Private,Some-college,Never-married,Handlers-cleaners,0,0,35
Private,Some-college,Married-civ-spouse,Craft-repair,5013,0,40
Private,Some-college,Married-civ-spouse,Prof-specialty,7688,0,38
Local-gov,Masters,Divorced,Prof-specialty,0,1876,60
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,0,0,40
Private,Some-college,Married-civ-spouse,Machine-op-inspct,0,0,48
Self-emp-inc,Masters,Married-civ-spouse,Craft-repair,0,0,40
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,7688,0,52
Private,Some-college,Married-civ-spouse,Adm-clerical,0,0,40
Private,HS-grad,Never-married,Transport-moving,0,0,40
Private,Some-college,Divorced,Prof-specialty,0,0,40
Private,Bachelors,Never-married,Exec-managerial,0,1408,40
Private,HS-grad,Married-civ-spouse,Exec-managerial,0,0,40
Private,HS-grad,Divorced,Protective-serv,0,0,35
Self-emp-not-inc,HS-grad,Widowed,Other-service,2329,0,20
Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,0,0,50
